ID,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
3422,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Hans Travels (I) Private Limited","A/C Sleeper (2+1)",20:00:00,"03h 50m",23:50:00,4.5,1300.00,"24 Seats available"
3423,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Samay Shatabdi Travels Pvt Ltd","Bharat Benz A/C Sleeper (2+1)",20:00:00,"04h 57m",00:57:00,3,699.00,"27 Seats available"
3424,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Jai Shrinath Ji Ki Travels","A/C Seater / Sleeper (2+1)",21:10:00,"04h 40m",01:50:00,4.4,448.00,"26 Seats available"
3425,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Samay Shatabdi Travels Pvt Ltd","AC Sleeper (2+1)",21:30:00,"04h 20m",01:50:00,3.8,400.00,"20 Seats available"
3426,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Samreen Travels","AC Sleeper (2+1)",21:30:00,"04h 25m",01:55:00,3.3,800.00,"24 Seats available"
3427,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Babu Travels","Bharat Benz A/C Seater /Sleeper (2+1)",21:30:00,"04h 15m",01:45:00,4,600.00,"22 Seats available"
3428,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Samay Shatabdi Travels Pvt Ltd","AC Sleeper (2+1)",21:30:00,"04h 49m",02:19:00,4.7,849.00,"30 Seats available"
3429,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Samay Shatabdi Travels Pvt Ltd","AC Sleeper (2+1)",22:00:00,"04h 20m",02:20:00,3,550.00,"13 Seats available"
3430,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Sanskar Travels","VE A/C Seater / Sleeper (2+1)",23:55:00,"04h 25m",04:20:00,4,799.00,"38 Seats available"
3431,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Raj Ratan Tours And Travels","Bharat Benz A/C Sleeper (2+1)",23:55:00,"04h 05m",04:00:00,2.1,1100.00,"12 Seats available"
3432,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Kamla Kalpana Travels","Non A/C Seater / Sleeper (2+1)",16:00:00,"06h 00m",22:00:00,2.6,750.00,"22 Seats available"
3433,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Betwa Tourist Bus service","AC Sleeper (2+1)",19:00:00,"05h 50m",00:50:00,2.6,1200.00,"36 Seats available"
3434,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Betwa Tourist Bus service","NON A/C Sleeper (2+1)",19:41:00,"03h 50m",23:31:00,2.5,1100.00,"30 Seats available"
3435,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Dev Darbar Travel Agency","A/C Seater / Sleeper (3+1)",20:30:00,"03h 25m",23:55:00,1.7,999.00,"36 Seats available"
3436,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Arhaan Travels","AC Sleeper (2+1)",21:20:00,"05h 15m",02:35:00,2.1,1234.00,"31 Seats available"
3437,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Raj Ratan Tours And Travels","Bharat Benz A/C Sleeper (2+1)",23:10:00,"04h 35m",03:45:00,3.8,1100.00,"8 Seats available"
3438,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Kamla Kalpana Travels","A/C Sleeper (2+1)",23:55:00,"03h 35m",03:30:00,3.2,1300.00,"21 Seats available"
3439,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"SAFAR EXPRESS PVT LTD","AC Sleeper (2+1)",19:20:00,"04h 30m",23:50:00,1.6,1500.00,"36 Seats available"
3440,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Hans Travels (I) Private Limited","A/C Sleeper (2+2)",23:13:00,"03h 45m",02:58:00,2.5,1500.00,"32 Seats available"
3441,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Shri Amar Shakti Travels","NON A/C Sleeper (2+1)",16:30:00,"08h 30m",01:00:00,1.7,5000.00,"10 Seats available"
3442,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"ANSH TRAVELS","AC Sleeper (2+1)",21:18:00,"03h 50m",01:08:00,0,1600.00,"19 Seats available"
3443,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Anshi Raj Shree Travels","Bharat Benz A/C Seater /Sleeper (2+1)",23:30:00,"03h 45m",03:15:00,0,1499.00,"16 Seats available"
3444,"Kanpur (Uttar Pradesh) to Jhansi",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,"Shivansh travels","A/C Sleeper (2+1)",23:50:00,"04h 25m",04:15:00,0,1749.00,"30 Seats available"
3445,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0090","Ordinary Non AC Seater 2+3",17:04:00,"12h 52m",05:56:00,3.3,580.00,"52 Seats available"
3446,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - AWD0225","Shatabdi AC Seater 2+2",17:30:00,"07h 40m",01:10:00,3.3,762.00,"36 Seats available"
3447,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0290","Ordinary Non AC Seater 2+3",18:00:00,"07h 20m",01:20:00,3.3,584.00,"52 Seats available"
3448,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0082","Ordinary Non AC Seater 2+3",18:02:00,"08h 20m",02:22:00,3.3,564.00,"52 Seats available"
3449,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0092","Ordinary Non AC Seater 2+3",18:20:00,"07h 38m",01:58:00,3.3,535.00,"52 Seats available"
3450,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0006","Janrath AC Seater 2+2",18:30:00,"09h 10m",03:40:00,3.3,789.00,"36 Seats available"
3451,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0609","Ordinary Non AC Seater 2+3",18:31:00,"08h 03m",02:34:00,3.3,584.00,"52 Seats available"
3452,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0113","Rajdhani Non AC Seater 2+3",18:31:00,"08h 14m",02:45:00,3.3,564.00,"51 Seats available"
3453,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0145","Ordinary Non AC Seater 2+3",19:02:00,"09h 56m",04:58:00,3.3,580.00,"52 Seats available"
3454,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0095","Ordinary Non AC Seater 2+3",19:02:00,"09h 53m",04:55:00,3.3,580.00,"52 Seats available"
3455,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0069","Ordinary Non AC Seater 2+3",19:29:00,"08h 43m",04:12:00,3.3,580.00,"52 Seats available"
3456,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0202","Ordinary Non AC Seater 2+3",19:40:00,"07h 21m",03:01:00,3.3,584.00,"52 Seats available"
3457,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0031","Ordinary Non AC Seater 2+3",19:45:00,"09h 15m",05:00:00,3.3,580.00,"52 Seats available"
3458,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0206","Ordinary Non AC Seater 2+3",19:47:00,"07h 20m",03:07:00,3.3,584.00,"52 Seats available"
3459,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0105","Rajdhani Non AC Seater 2+3",20:00:00,"08h 10m",04:10:00,3.3,564.00,"51 Seats available"
3460,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - LKM0400","Shatabdi AC Seater 2+2",20:02:00,"07h 16m",03:18:00,3.3,768.00,"35 Seats available"
3461,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - HDD0147","Ordinary Non AC Seater 2+3",20:03:00,"08h 17m",04:20:00,3.3,580.00,"52 Seats available"
3462,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0213","Ordinary Non AC Seater 2+3",20:42:00,"07h 20m",04:02:00,3.3,584.00,"52 Seats available"
3463,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - KSB0039","Janrath AC Seater 2+2",20:45:00,"06h 25m",03:10:00,2.3,768.00,"35 Seats available"
3464,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0215","Ordinary Non AC Seater 2+3",20:57:00,"07h 20m",04:17:00,3.3,584.00,"52 Seats available"
3465,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0210","Ordinary Non AC Seater 2+3",21:12:00,"07h 20m",04:32:00,3.3,584.00,"52 Seats available"
3466,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - GLA0142","Janrath AC Seater 2+2",21:19:00,"06h 46m",04:05:00,3.3,791.00,"36 Seats available"
3467,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0220","Ordinary Non AC Seater 2+3",21:22:00,"07h 20m",04:42:00,3.3,584.00,"52 Seats available"
3468,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - LKM0402","Shatabdi AC Seater 2+2",21:46:00,"07h 29m",05:15:00,3.3,791.00,"32 Seats available"
3469,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0227","Ordinary Non AC Seater 2+3",22:02:00,"07h 20m",05:22:00,3.3,584.00,"52 Seats available"
3470,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0244","Ordinary Non AC Seater 2+3",22:32:00,"07h 20m",05:52:00,3.3,584.00,"52 Seats available"
3471,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"UPSRTC - SJP0250","Ordinary Non AC Seater 2+3",23:02:00,"07h 20m",06:22:00,3.3,584.00,"52 Seats available"
3472,"Delhi to Shahjahanpur (Uttar Pradesh)",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Sleeper (2+1)",22:15:00,"07h 00m",05:15:00,4.7,759.00,"30 Seats available"
3473,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - SJP0278","Ordinary Non AC Seater 2+3",17:31:00,"07h 20m",00:51:00,3.3,584.00,"52 Seats available"
3474,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - HDD0063","Ordinary Non AC Seater 2+3",18:00:00,"07h 03m",01:03:00,3.3,550.00,"52 Seats available"
3475,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - SJP0610","Ordinary Non AC Seater 2+3",18:45:00,"08h 00m",02:45:00,3.3,584.00,"52 Seats available"
3476,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - BRT0007","Ordinary Non AC Seater 2+3",19:40:00,"08h 20m",04:00:00,3.3,567.00,"52 Seats available"
3477,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - SJP0281","Ordinary Non AC Seater 2+3",19:45:00,"07h 20m",03:05:00,3.3,584.00,"52 Seats available"
3478,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - STD0163","Ordinary Non AC Seater 2+3",19:58:00,"09h 18m",05:16:00,3.3,532.00,"52 Seats available"
3479,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - STD0368","Ordinary Non AC Seater 2+3",20:01:00,"08h 39m",04:40:00,4,563.00,"52 Seats available"
3480,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - HDD0005","Janrath AC Seater 2+2",20:45:00,"08h 45m",05:30:00,3.3,789.00,"36 Seats available"
3481,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - SJP0286","Ordinary Non AC Seater 2+3",21:00:00,"07h 20m",04:20:00,3.3,584.00,"52 Seats available"
3482,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - AWD0224","Shatabdi AC Seater 2+2",21:15:00,"07h 45m",05:00:00,3.3,762.00,"35 Seats available"
3483,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - STD0144","Ordinary Non AC Seater 2+3",21:28:00,"09h 02m",06:30:00,3.3,563.00,"52 Seats available"
3484,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - GLA0141","Janrath AC Seater 2+2",21:35:00,"07h 30m",05:05:00,3.3,791.00,"35 Seats available"
3485,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - SJP0288","Ordinary Non AC Seater 2+3",21:45:00,"07h 20m",05:05:00,3.3,584.00,"52 Seats available"
3486,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - LKM0399","Shatabdi AC Seater 2+2",22:15:00,"06h 59m",05:14:00,4.2,768.00,"30 Seats available"
3487,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - STD0072","Janrath AC Seater 2+2",22:40:00,"07h 05m",05:45:00,1.5,768.00,"30 Seats available"
3488,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - KSB0044","Janrath AC Seater 2+2",23:05:00,"06h 25m",05:30:00,3.3,768.00,"36 Seats available"
3489,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - LKM0401","Shatabdi AC Seater 2+2",23:15:00,"06h 59m",06:14:00,3.3,768.00,"36 Seats available"
3490,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"UPSRTC - GND0100","Ordinary Non AC Seater 2+3",23:55:00,"08h 05m",08:00:00,4.5,536.00,"52 Seats available"
3491,"Shahjahanpur (Uttar Pradesh) to Delhi",https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Sleeper (2+1)",22:45:00,"07h 10m",05:55:00,0,807.00,"21 Seats available"
3492,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - ALM0114","Shatabdi AC Seater 2+2",17:00:00,"06h 02m",23:02:00,2,670.00,"37 Seats available"
3493,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - SBD0042","Janrath AC Seater 2+2",17:00:00,"06h 30m",23:30:00,3.3,661.00,"36 Seats available"
3494,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - HMR0030","Ordinary Non AC Seater 2+3",17:01:00,"04h 59m",22:00:00,3.3,447.00,"52 Seats available"
3495,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - HMR0032","Ordinary Non AC Seater 2+3",17:11:00,"07h 39m",00:50:00,3.3,447.00,"52 Seats available"
3496,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0062","Pink Express AC Seater 2+2",17:30:00,"06h 45m",00:15:00,3.3,670.00,"41 Seats available"
3497,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - HMR0036","Ordinary Non AC Seater 2+3",17:38:00,"07h 37m",01:15:00,3.3,448.00,"52 Seats available"
3498,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - CBG0221","Janrath AC Seater 2+2",18:00:00,"06h 30m",00:30:00,3.3,670.00,"36 Seats available"
3499,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - SRG0189","Ordinary Non AC Seater 2+3",18:05:00,"06h 30m",00:35:00,3.3,439.00,"52 Seats available"
3500,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - ALM0154","Shatabdi AC Seater 2+2",18:31:00,"06h 31m",01:02:00,3.3,670.00,"37 Seats available"
3501,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - CBG0217","Janrath AC Seater 2+2",19:45:00,"06h 45m",02:30:00,3.3,670.00,"36 Seats available"
3502,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - CBG0120","Janrath AC Seater 2+3",20:09:00,"06h 34m",02:43:00,3.3,578.00,"48 Seats available"
3503,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0064","Janrath AC Seater 2+3",20:31:00,"06h 44m",03:15:00,3.3,578.00,"48 Seats available"
3504,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - GKD0001","Shatabdi AC Seater 2+2",21:00:00,"05h 16m",02:16:00,4.6,618.00,"41 Seats available"
3505,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0170","Janrath AC Seater 2+2",21:15:00,"05h 45m",03:00:00,3.3,670.00,"36 Seats available"
3506,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - DOR0015","Janrath AC Seater 2+2",21:15:00,"05h 56m",03:11:00,3.3,614.00,"36 Seats available"
3507,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - CBG0195","Janrath AC Seater 2+3",21:16:00,"06h 45m",04:01:00,3.3,578.00,"48 Seats available"
3508,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - VKS0008","Janrath AC Seater 2+3",21:40:00,"06h 50m",04:30:00,2.1,578.00,"48 Seats available"
3509,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - KDN0034","Janrath AC Seater 2+3",22:00:00,"05h 47m",03:47:00,3.3,564.00,"48 Seats available"
3510,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0065","Janrath AC Seater 2+3",22:01:00,"05h 43m",03:44:00,1.5,534.00,"48 Seats available"
3511,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - FZG0010","Ordinary Non AC Seater 2+3",22:15:00,"05h 45m",04:00:00,3.3,456.00,"52 Seats available"
3512,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - CBG0219","Janrath AC Seater 2+2",22:30:00,"06h 00m",04:30:00,3.3,670.00,"36 Seats available"
3513,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0067","Janrath AC Seater 2+3",22:36:00,"05h 43m",04:19:00,3.9,534.00,"48 Seats available"
3514,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0066","Janrath AC Seater 2+3",23:01:00,"05h 43m",04:44:00,3.8,534.00,"48 Seats available"
3515,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0328","Janrath AC Seater 2+3",23:15:00,"05h 45m",05:00:00,3.3,578.00,"48 Seats available"
3516,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0131","Janrath AC Seater 2+2",23:30:00,"05h 34m",05:04:00,3.3,618.00,"36 Seats available"
3517,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"UPSRTC - AWD0068","Janrath AC Seater 2+3",23:58:00,"05h 45m",05:43:00,2.8,534.00,"48 Seats available"
3518,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"Samay Shatabdi Travels Pvt Ltd","AC Sleeper (2+1)",21:30:00,"06h 14m",03:44:00,4.1,649.00,"24 Seats available"
3519,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"Samay Shatabdi Travels Pvt Ltd","NON A/C Sleeper (2+1)",20:30:00,"05h 45m",02:15:00,4,449.00,"28 Seats available"
3520,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",20:00:00,"05h 30m",01:30:00,4.9,900.00,"14 Seats available"
3521,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Seater / Sleeper (2+1)",18:00:00,"06h 34m",00:34:00,4.8,499.00,"22 Seats available"
3522,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"R S YADAV SMART BUS PRIVATE LIMITED","A/C Seater / Sleeper (2+1)",17:15:00,"06h 40m",23:55:00,4.8,759.00,"27 Seats available"
3523,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,FlixBus,"A/C Sleeper (2+1)",18:30:00,"06h 10m",00:40:00,4,711.00,"6 Seats available"
3524,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Seater / Sleeper (2+1)",19:30:00,"05h 24m",00:54:00,4.8,569.00,"26 Seats available"
3525,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",18:00:00,"06h 20m",00:20:00,4.5,742.00,"13 Seats available"
3526,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",18:30:00,"05h 55m",00:25:00,4.7,756.00,"14 Seats available"
3527,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"BSS COOL COOL TRAVELS","A/C Seater / Sleeper (2+1)",16:00:00,"06h 50m",22:50:00,4.1,799.00,"21 Seats available"
3528,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Seater / Sleeper (2+1)",19:55:00,"04h 55m",00:50:00,4.8,499.00,"34 Seats available"
3529,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",16:00:00,"06h 50m",22:50:00,4.7,764.00,"15 Seats available"
3530,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"Fouji travels","A/C Seater / Sleeper (2+1)",16:50:00,"06h 20m",23:10:00,4.2,645.00,"22 Seats available"
3531,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"Anshi Raj Shree Travels","A/C Seater/Sleeper (2+1)",16:15:00,"05h 15m",21:30:00,4.6,749.00,"18 Seats available"
3532,"Gorakhpur (uttar pradesh) to Lucknow",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,"Fouji travels","A/C Seater / Sleeper (2+1)",17:30:00,"06h 20m",23:50:00,4.2,699.00,"18 Seats available"
