ID,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
1,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3580","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",12:15:00,"05h 45m",18:00:00,3.9,670.00,"41 Seats available"
2,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 24256","INDRA(A.C. Seater)",12:30:00,"05h 30m",18:00:00,3,528.00,"30 Seats available"
3,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 9319","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00:00,"06h 20m",19:20:00,3.5,436.00,"31 Seats available"
4,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3576","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",13:15:00,"06h 15m",19:30:00,4,670.00,"42 Seats available"
5,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 35154","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40:00,"06h 40m",20:20:00,3.1,436.00,"33 Seats available"
6,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 24291","INDRA(A.C. Seater)",14:00:00,"05h 00m",19:00:00,3.9,528.00,"33 Seats available"
7,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 9363","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00:00,"06h 20m",20:20:00,2.8,436.00,"33 Seats available"
8,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3578","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",14:15:00,"05h 45m",20:00:00,3.6,670.00,"47 Seats available"
9,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3722","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30:00,"06h 15m",20:45:00,3,436.00,"33 Seats available"
10,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3859","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",15:15:00,"06h 10m",21:25:00,3.4,670.00,"49 Seats available"
11,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3356","NIGHT RIDER (SEATER CUM SLEEPER)",15:45:00,"07h 00m",22:45:00,3.4,595.00,"35 Seats available"
12,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3546","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",16:15:00,"06h 15m",22:30:00,3.7,670.00,"41 Seats available"
13,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3500","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20:00,"08h 25m",00:45:00,2.5,436.00,"33 Seats available"
14,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3376","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45:00,"06h 30m",23:15:00,4.2,436.00,"33 Seats available"
15,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2561","INDRA(A.C. Seater)",17:15:00,"05h 30m",22:45:00,3.4,528.00,"38 Seats available"
16,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3358","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20:00,"07h 50m",01:10:00,3.9,436.00,"33 Seats available"
17,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3366","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55:00,"07h 50m",01:45:00,2.4,436.00,"31 Seats available"
18,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3360","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",18:25:00,"07h 05m",01:30:00,2.6,720.00,"43 Seats available"
19,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2575","NIGHT RIDER (SEATER CUM SLEEPER)",18:55:00,"06h 20m",01:15:00,4,595.00,"39 Seats available"
20,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4916","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25:00,"06h 50m",02:15:00,3.4,436.00,"33 Seats available"
21,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2563","INDRA(A.C. Seater)",19:30:00,"05h 55m",01:25:00,3.3,528.00,"34 Seats available"
22,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2680","VENNELA (A.C. SLEEPER)",19:45:00,"06h 15m",02:00:00,4.4,781.00,"21 Seats available"
23,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2798","INDRA(A.C. Seater)",19:55:00,"06h 35m",02:30:00,3.3,528.00,"37 Seats available"
24,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3622","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00:00,"07h 35m",03:35:00,4.3,436.00,"29 Seats available"
25,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2688","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00:00,"06h 45m",02:45:00,4.2,436.00,"28 Seats available"
26,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4972","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10:00,"07h 10m",03:20:00,4.2,436.00,"24 Seats available"
27,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2549","NIGHT RIDER (SEATER CUM SLEEPER)",20:15:00,"06h 00m",02:15:00,3.1,595.00,"41 Seats available"
28,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4894","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:25:00,"06h 35m",03:00:00,4.7,436.00,"32 Seats available"
29,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2573","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",20:25:00,"06h 05m",02:30:00,3.3,670.00,"43 Seats available"
30,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 24262","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30:00,"05h 30m",02:00:00,3.9,469.00,"33 Seats available"
31,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3971","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30:00,"07h 15m",03:45:00,3.9,443.00,"34 Seats available"
32,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4898","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35:00,"06h 25m",03:00:00,2.9,436.00,"33 Seats available"
33,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2678","NIGHT RIDER (SEATER CUM SLEEPER)",20:40:00,"06h 20m",03:00:00,3.5,595.00,"31 Seats available"
34,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4880","STAR LINER(NON-AC SLEEPER 2+1)",20:40:00,"06h 05m",02:45:00,3.9,565.00,"33 Seats available"
35,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2786","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40:00,"07h 05m",03:45:00,3.9,436.00,"33 Seats available"
36,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3697","STAR LINER(NON-AC SLEEPER 2+1)",20:45:00,"07h 00m",03:45:00,3.9,622.00,"28 Seats available"
37,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3544","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,"06h 40m",03:40:00,4.1,436.00,"31 Seats available"
38,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 38202","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,"07h 15m",04:15:00,4.4,456.00,"34 Seats available"
39,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 37801","INDRA(A.C. Seater)",21:00:00,"06h 45m",03:45:00,3.1,528.00,"30 Seats available"
40,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 2876","STAR LINER(NON-AC SLEEPER 2+1)",21:00:00,"06h 30m",03:30:00,3.9,565.00,"23 Seats available"
41,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4351","STAR LINER(NON-AC SLEEPER 2+1)",21:00:00,"07h 00m",04:00:00,4,565.00,"28 Seats available"
42,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3977","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00:00,"07h 15m",04:15:00,3.5,436.00,"27 Seats available"
43,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3969","INDRA(A.C. Seater)",21:05:00,"06h 10m",03:15:00,3.4,528.00,"37 Seats available"
44,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4896","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05:00,"06h 25m",03:30:00,2.2,436.00,"34 Seats available"
45,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4179","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",21:05:00,"06h 55m",04:00:00,3.8,670.00,"40 Seats available"
46,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4900","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15:00,"07h 25m",04:40:00,3.6,436.00,"29 Seats available"
47,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3612","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20:00,"07h 30m",04:50:00,4.2,436.00,"33 Seats available"
48,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 95703","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:25:00,"06h 05m",03:30:00,3.3,452.00,"33 Seats available"
49,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3911","INDRA(A.C. Seater)",21:30:00,"06h 15m",03:45:00,4.1,528.00,"39 Seats available"
50,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4043","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30:00,"06h 55m",04:25:00,3.8,436.00,"28 Seats available"
51,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4795","INDRA(A.C. Seater)",21:30:00,"06h 30m",04:00:00,3.2,541.00,"31 Seats available"
52,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3962","INDRA(A.C. Seater)",21:30:00,"06h 45m",04:15:00,3.7,528.00,"37 Seats available"
53,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 35212","STAR LINER(NON-AC SLEEPER 2+1)",21:35:00,"06h 10m",03:45:00,3.9,565.00,"27 Seats available"
54,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4353","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35:00,"06h 40m",04:15:00,3.9,436.00,"33 Seats available"
55,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4823","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35:00,"06h 10m",03:45:00,4.2,436.00,"33 Seats available"
56,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3883","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35:00,"06h 30m",04:05:00,3.4,436.00,"34 Seats available"
57,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 35064","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:38:00,"06h 27m",04:05:00,3,436.00,"34 Seats available"
58,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 35172","STAR LINER(NON-AC SLEEPER 2+1)",21:40:00,"07h 30m",05:10:00,3.9,565.00,"27 Seats available"
59,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4920","INDRA(A.C. Seater)",21:40:00,"06h 20m",04:00:00,3.7,528.00,"19 Seats available"
60,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4815","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45:00,"06h 30m",04:15:00,4.6,436.00,"27 Seats available"
61,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4936","STAR LINER(NON-AC SLEEPER 2+1)",21:45:00,"06h 00m",03:45:00,2.9,565.00,"22 Seats available"
62,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 9652","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45:00,"07h 05m",04:50:00,3.9,436.00,"30 Seats available"
63,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4996","INDRA(A.C. Seater)",21:55:00,"06h 20m",04:15:00,3.8,528.00,"30 Seats available"
64,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 9655","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55:00,"07h 10m",05:05:00,3.1,436.00,"33 Seats available"
65,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3618","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00:00,"07h 30m",05:30:00,4.5,436.00,"32 Seats available"
66,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3570","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",22:00:00,"05h 49m",03:49:00,4,670.00,"41 Seats available"
67,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 3917","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00:00,"06h 45m",04:45:00,4.1,436.00,"33 Seats available"
68,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4789","STAR LINER(NON-AC SLEEPER 2+1)",22:05:00,"06h 25m",04:30:00,4.8,565.00,"47 Seats available"
69,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4355","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10:00,"07h 05m",05:15:00,4,436.00,"23 Seats available"
70,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"APSRTC - 4821","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10:00,"06h 20m",04:30:00,4,517.00,"32 Seats available"
71,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri KVR Travels","A/C Sleeper (2+1)",23:35:00,"05h 40m",05:15:00,4.6,560.00,"19 Seats available"
72,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"GMRK Tours and Travels","Bharat Benz A/C Sleeper (2+1)",23:45:00,"05h 40m",05:25:00,4.5,599.00,"30 Seats available"
73,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,"Electric A/C Seater (2+2)",11:05:00,"06h 35m",17:40:00,4.5,500.00,"31 Seats available"
74,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"AdIntrCity SmartBus","A/C Seater / Sleeper (2+1)",00:15:00,"05h 45m",06:00:00,4.4,392.00,"39 Seats available"
75,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",22:30:00,"07h 30m",06:00:00,4.4,432.00,"42 Seats available"
76,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","Scania AC Multi Axle Sleeper (2+1)",01:05:00,"05h 25m",06:30:00,4.4,552.00,"38 Seats available"
77,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Svkdt travels","A/C Sleeper (2+1)",22:30:00,"07h 20m",05:50:00,4.3,519.00,"17 Seats available"
78,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"AdIntrCity SmartBus","A/C Seater / Sleeper (2+1)",01:30:00,"04h 55m",06:25:00,4,345.00,"42 Seats available"
79,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",16:00:00,"07h 00m",23:00:00,4.3,356.00,"33 Seats available"
80,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Svkdt travels","A/C Seater / Sleeper (2+1)",23:35:00,"05h 55m",05:30:00,4.3,399.00,"27 Seats available"
81,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",01:00:00,"04h 35m",05:35:00,4.4,412.00,"38 Seats available"
82,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","AC Sleeper (2+1)",00:50:00,"05h 15m",06:05:00,4.2,552.00,"31 Seats available"
83,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater/Sleeper (2+1)",21:20:00,"07h 50m",05:10:00,4.3,432.00,"37 Seats available"
84,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",00:55:00,"05h 10m",06:05:00,4.2,340.00,"33 Seats available"
85,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Sanvi Tours and Travels","A/C Sleeper (2+1)",23:12:00,"05h 41m",04:53:00,4.3,539.00,"24 Seats available"
86,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,"Electric A/C Seater (2+2)",13:10:00,"06h 15m",19:25:00,4.5,500.00,"37 Seats available"
87,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",11:25:00,"05h 00m",16:25:00,4.1,356.00,"29 Seats available"
88,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",13:30:00,"06h 40m",20:10:00,4.2,356.00,"28 Seats available"
89,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",12:00:00,"06h 25m",18:25:00,4.2,356.00,"37 Seats available"
90,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater/Sleeper (2+1)",22:20:00,"07h 40m",06:00:00,4.2,432.00,"32 Seats available"
91,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",22:40:00,"07h 55m",06:35:00,4.4,499.00,"38 Seats available"
92,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",21:30:00,"06h 50m",04:20:00,4.1,432.00,"37 Seats available"
93,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Durga Malleswari Travels","A/C Sleeper (2+1)",23:10:00,"06h 15m",05:25:00,4.3,696.00,"21 Seats available"
94,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",22:30:00,"07h 05m",05:35:00,4.1,432.00,"35 Seats available"
95,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",22:10:00,"07h 05m",05:15:00,4.5,432.00,"38 Seats available"
96,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",23:25:00,"05h 45m",05:10:00,4.4,349.00,"49 Seats available"
97,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri KVR Travels","Non A/C Seater / Sleeper (2+1)",23:13:00,"05h 07m",04:20:00,4.2,440.00,"31 Seats available"
98,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Durga Malleswari Travels","A/C Seater / Sleeper (2+1)",21:00:00,"07h 40m",04:40:00,4,464.00,"34 Seats available"
99,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Tirumala Xpress","A/C Sleeper (2+1)",23:00:00,"06h 50m",05:50:00,4,525.00,"26 Seats available"
100,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",15:00:00,"06h 40m",21:40:00,4,432.00,"35 Seats available"
101,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Atluri Travels","NON A/C Hi-Tech (2+2)",22:10:00,"06h 10m",04:20:00,3.2,500.00,"22 Seats available"
102,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",11:00:00,"06h 25m",17:25:00,4,356.00,"34 Seats available"
103,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Atluri Travels","Non A/C Seater / Sleeper (2+1)",22:18:00,"05h 32m",03:50:00,3.6,510.00,"31 Seats available"
104,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",23:25:00,"07h 05m",06:30:00,4,432.00,"31 Seats available"
105,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"PRK Travels","Non A/C Seater / Sleeper (2+1)",22:13:00,"07h 12m",05:25:00,3.7,449.00,"14 Seats available"
106,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",22:50:00,"07h 40m",06:30:00,3.9,432.00,"41 Seats available"
107,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)",11:30:00,"06h 40m",18:10:00,4,432.00,"31 Seats available"
108,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)",23:00:00,"06h 45m",05:45:00,3.5,325.00,"33 Seats available"
109,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"LVR Travels","Non A/C Seater / Sleeper (2+1)",23:37:00,"06h 08m",05:45:00,4,399.00,"29 Seats available"
110,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Komali Travels","A/C Seater / Sleeper (2+1)",22:25:00,"05h 35m",04:00:00,3.4,540.00,"32 Seats available"
111,"Vijayawada to Hyderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35269","AMARAVATHI (VOLVO / SCANIA A.C Multi Axle)",12:15:00,"06h 10m",18:25:00,3.4,683.00,"41 Seats available"
112,"Vijayawada to Hyderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3601","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30:00,"08h 05m",20:35:00,2.5,446.00,"28 Seats available"
113,"Vijayawada to Hyderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3823","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00:00,"06h 45m",19:45:00,3.7,444.00,"32 Seats available"
114,"Vijayawada to Hyderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3515","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00:00,"08h 00m",21:00:00,3,446.00,"33 Seats available"
115,"Vijayawada to Hyderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 35117","INDRA(A.C. Seater)",13:00:00,"06h 09m",19:09:00,3.7,538.00,"34 Seats available"
116,"Vijayawada to Hyderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3562","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00:00,"06h 35m",20:35:00,2.7,414.00,"31 Seats available"
117,"Vijayawada to Hyderabad",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,"APSRTC - 3571","DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle)",14:00:00,"06h 04m",20:04:00,3.9,683.00,"41 Seats available"
